Metric Name	Metric Tier	Mapped Function	Metric Data Source	Example Detailed Assessment as it "On" (only 1 metric per function)	Source	Metric Statement	Description	Method/Context	How To Measure	References	Stratification	Field Value 1	Index Value 1	Field Value 2	Index Value 2	Field Value 3	Index Value 3	Field Value 4	Index Value 4	Field Value 5	Index Value 5	Field Value 6	Index Value 6	Field Value 7	Index Value 7
Average Depth	Detailed	Low flow and baseflow dynamics	Field habitat transects or cross sections (depth measurements) stratified by reach type.		Colorado SQT	Low-flow conditions maintain wetted habitat and water quality during dry periods and represent typical non-storm conditions.	Typical water depth at baseflow conditions used to infer low-flow habitat availability.	"Context: Channel
Method: Field"	Measure water depth at multiple transects during representative low flow and compute average; apply stratified scoring breakpoints.	Colorado SQT; Field habitat survey protocols; local flow context where available	CS-II	0.6	0		0.29		0.3		0.69		0.7	2.3	1		
Average Depth	Detailed	Low flow and baseflow dynamics	Field habitat transects or cross sections (depth measurements) stratified by reach type.		Wyoming SQT	Low-flow conditions maintain wetted habitat and water quality during dry periods and represent typical non-storm conditions.	Typical water depth at baseflow conditions used to infer low-flow habitat availability.	"Context: Channel
Method: Field"	Measure water depth at multiple transects during representative low flow and compute average; apply stratified scoring breakpoints.	Wyoming SQT; Field habitat survey protocols; local flow context where available	Tier I, W < 20'	0.2	0		0.29		0.3		0.69		0.7	1	1		
Average Depth	Detailed	Low flow and baseflow dynamics	Field habitat transects or cross sections (depth measurements) stratified by reach type.		Wyoming SQT	Low-flow conditions maintain wetted habitat and water quality during dry periods and represent typical non-storm conditions.	Typical water depth at baseflow conditions used to infer low-flow habitat availability.	"Context: Channel
Method: Field"	Measure water depth at multiple transects during representative low flow and compute average; apply stratified scoring breakpoints.	Wyoming SQT; Field habitat survey protocols; local flow context where available	Tier I, W >20'	0.4	0		0.29		0.3		0.69		0.7	1.5	1		
Average Depth	Detailed	Low flow and baseflow dynamics	Field habitat transects or cross sections (depth measurements) stratified by reach type.		Wyoming SQT	Low-flow conditions maintain wetted habitat and water quality during dry periods and represent typical non-storm conditions.	Typical water depth at baseflow conditions used to infer low-flow habitat availability.	"Context: Channel
Method: Field"	Measure water depth at multiple transects during representative low flow and compute average; apply stratified scoring breakpoints.	Wyoming SQT; Field habitat survey protocols; local flow context where available	Tier II	0.6	0		0.29		0.3		0.69		0.7	2.3	1		
Bed Mobility Timing Mismatch Factor (M_T)	Detailed	High flow dynamics	Flow-frequency stats (USGS PeakFQ or regional curves) + critical discharge estimate (Shields with D50).		Proposed (derived from SFARI rapid curves)	Bed mobilizes near bankfull (~12 yr) to maintain channel form and habitat without chronic instability.	Mismatch factor relative to target return interval (e.g., 1.5 yr): M_T = max(T/1.5, 1.5/T). Lower is better; minimum is 1.	Desktop	Estimate return interval T when ?* exceeds critical for D50; compute M_T.	SFARI rapid assessment; Shields criterion; USGS flow-frequency where available.	Use stream-type specific target return interval if locally justified.	1	1	1.4	0.7	2	0.3	3	0.1	4	0				
Bed Mobility Capacity Mismatch Factor (M_?*)	Detailed	High flow dynamics	Bankfull hydraulics (R,S) + D50; optional HEC-RAS or field cross-sections.		Proposed (derived from SFARI rapid curves)	Bankfull shear/transport capacity matches bed resistance (near threshold).	Mismatch factor for Shields stress at bankfull: M = max(?*bf/?*crit, ?*crit/?*bf). Lower is better; minimum is 1.	Desktop	Compute ?*bf from bankfull R and slope; choose ?*crit; compute mismatch factor M.	SFARI rapid assessment; Shields stress methods; hydraulic geometry references.	Select ?*crit appropriate to bed material and stream type (gravel/cobble vs sand).	1	1	1.4	0.7	2	0.3	3	0.1	4	0				
High-Flow Shear Mismatch Factor (M_?*)	Detailed	High flow dynamics	Modeled or estimated bankfull hydraulics (R,S) and D50; optional HEC-RAS.	On	Proposed (derived from SFARI rapid curves)	Peak-flow velocity/shear is consistent with bed and bank resistance.	Same mismatch factor concept applied to bankfull/high-flow condition; lower is better.	Desktop	Compute ?* at bankfull/high-flow design stage; compute mismatch factor relative to ?*crit.	SFARI rapid assessment; hydraulic modeling guidance.	Compute by representative cross-sections; stratify by stream type and bank strength.	1	1	1.4	0.7	2	0.3	3	0.1	4	0				
Shields Departure Factor (relative to target ?*)	Detailed	High flow dynamics	Bankfull hydraulics + D50; target ?* (e.g., 0.045) for gravel beds.		Proposed (derived from SFARI rapid curves)	Transport capacity is neither persistently under- nor over-capacity relative to bed material.	Departure factor from target Shields stress: M = max(?*bf/0.045, 0.045/?*bf). Lower is better.	Desktop	Compute ?*bf; compute departure factor from target value.	General gravel-bed transport guidance; SFARI rapid assessment (concept).	Use alternative target ?* for sand-bed or boulder-bed systems.	1	1	1.3	0.7	1.8	0.3	2.5	0.1	3.5	0				
Floodplain Activation Return Interval (years)	Detailed	High flow dynamics	Gage record or regional hydrology + bankfull indicators/HEC-RAS stage mapping.		Proposed (derived from SFARI rapid curves)	Moderate floods (~12 yr) activate benches/floodplain where valley setting allows.	Return interval for first meaningful overbanking/bench inundation (lower is better).	Desktop + field check	Estimate stage/discharge of bench overtopping; determine recurrence interval from gage/regional curves.	SFARI rapid assessment; USGS gage data (where available); bankfull field guides.	Exclude naturally confined reaches where overbanking is not expected.	1.5	1	4	0.7	7.5	0.3	15	0.1	25	0				
Bankfull Freeboard to Floodplain (m)	Detailed	High flow dynamics	Field survey or LiDAR cross-sections to floodplain edge; bankfull indicators.		Proposed (derived from SFARI rapid curves)	Banks/benches are positioned so moderate floods access the floodplain.	Vertical distance from bankfull stage to floodplain/bench activation elevation (lower is better).	Field + LiDAR	Identify bankfull elevation; measure to floodplain/bench surface; compute freeboard.	Bankfull identification guides; LiDAR cross-section methods.	Measure at representative cross-sections; separate by stream type.	0	1	0.3	0.7	0.7	0.3	1.2	0.1	2	0				
Width Departure Mismatch Factor (M_Wbf)	Detailed	High flow dynamics	Bankfull width + regional reference curve for drainage area/slope.		Proposed (derived from SFARI rapid curves)	Bankfull dimensions match expected capacity for typical peak flows.	Mismatch factor: M = max(Wbf/Wref, Wref/Wbf). Lower is better; minimum is 1.	Desktop + field	Measure Wbf; obtain Wref from regional curves; compute mismatch factor.	SFARI rapid assessment; regional hydraulic geometry / regime curves (where available).	Use curves appropriate to physiographic region and stream type.	1	1	1.3	0.7	1.7	0.3	2.5	0.1	3.5	0				
Width:Depth Departure Mismatch Factor (M_W/D)	Detailed	High flow dynamics	Bankfull width and depth + expected W/D from reference reach or regional relationships.		Proposed (derived from SFARI rapid curves)	Channel shape is consistent with stable conveyance for peak flows.	Mismatch factor: M = max((W/D)/(W/D_ref), (W/D_ref)/(W/D)). Lower is better.	Field + desktop	Measure Wbf and DbF; compute W/D; compare to expected; compute mismatch factor.	SFARI rapid assessment; regional expectations for W/D by stream type.	Define W/D_ref by stream type and valley setting.	1	1	1.4	0.7	2	0.3	3	0.1	4	0				
Velocity Departure Mismatch Factor (M_Vbf)	Detailed	High flow dynamics	Modeled or measured bankfull velocity + expected/reference velocity.		Proposed (derived from SFARI rapid curves)	Bankfull velocity reflects stable, near-threshold transport without chronic instability.	Mismatch factor: M = max(Vbf/Vref, Vref/Vbf). Lower is better.	Desktop model or field	Estimate Vbf from Manning/HEC-RAS or ADCP; set Vref from reference reach/stream type; compute mismatch.	SFARI rapid assessment; hydraulic modeling guidance.	Use stream-type specific Vref; compute by representative cross-sections.	1	1	1.3	0.7	1.7	0.3	2.5	0.1	3.5	0				
Peak-Flow Shear Mismatch Factor (M_?*)	Detailed	High flow dynamics	HEC-RAS/Excel hydraulics + D50; bankfull/high-flow stage.		Proposed (derived from SFARI rapid curves)	Peak-flow capacity matches bed resistance; channel does not frequently fail under moderate floods.	Mismatch factor for shear/critical shear at bankfull/high flow (lower is better).	Desktop model	Compute ?* at target flow; compute mismatch factor relative to ?*crit.	SFARI rapid assessment; shear stress computation methods.	Set ?*crit by substrate and stream type.	1	1	1.4	0.7	2	0.3	3	0.1	4	0				
Entrenchment Ratio (ER) C Streams	Detailed	Floodplain connectivity	Field cross-section measurements and/or LiDAR/DEM-derived flood-prone width and bankfull indicators.	On	Alaska SQT	Frequent overbank flows access the floodplain, reducing flood peaks and supporting nutrient processing and off-channel refugia.	Degree of floodplain access during moderate floods; low ER indicates incision and reduced overbank connectivity.	"Context: Channel/Floodplain
Method: Field (survey) or Desktop (LiDAR cross sections)"	Measure flood-prone width and bankfull width/depth per SQT method; compute ER = flood-prone width / bankfull width (or per SQT definition).	Alaska SQT; NRCS National Engineering Handbook; Rosgen stream classification references as applicable; USGS 3DEP LiDAR/DEM where available			0		0.29	2	0.3		0.69	2.4	0.7	4.4	1		
Entrenchment Ratio (ER) E Streams	Detailed	Floodplain connectivity	Field cross-section measurements and/or LiDAR/DEM-derived flood-prone width and bankfull indicators.		Alaska SQT	Frequent overbank flows access the floodplain, reducing flood peaks and supporting nutrient processing and off-channel refugia.	Degree of floodplain access during moderate floods; low ER indicates incision and reduced overbank connectivity.	"Context: Channel/Floodplain
Method: Field (survey) or Desktop (LiDAR cross sections)"	Measure flood-prone width and bankfull width/depth per SQT method; compute ER = flood-prone width / bankfull width (or per SQT definition).	Alaska SQT; NRCS National Engineering Handbook; Rosgen stream classification references as applicable; USGS 3DEP LiDAR/DEM where available			0		0.29	2	0.3		0.69	2.4	0.7	6.5	1		
Entrenchment Ratio (ER) B Stream Types	Detailed	Floodplain connectivity	Field cross-section measurements and/or LiDAR/DEM-derived flood-prone width and bankfull indicators.		Alaska SQT	Frequent overbank flows access the floodplain, reducing flood peaks and supporting nutrient processing and off-channel refugia.	Degree of floodplain access during moderate floods; low ER indicates incision and reduced overbank connectivity.	"Context: Channel/Floodplain
Method: Field (survey) or Desktop (LiDAR cross sections)"	Measure flood-prone width and bankfull width/depth per SQT method; compute ER = flood-prone width / bankfull width (or per SQT definition).	Alaska SQT; NRCS National Engineering Handbook; Rosgen stream classification references as applicable; USGS 3DEP LiDAR/DEM where available		1	0		0.29		0.3		0.69	1.4	0.7	2.2	1		
Entrenchment Ratio (ER) C Streams	Detailed	Floodplain connectivity	Field cross-section measurements and/or LiDAR/DEM-derived flood-prone width and bankfull indicators.		Colorado SQT	Frequent overbank flows access the floodplain, reducing flood peaks and supporting nutrient processing and off-channel refugia.	Degree of floodplain access during moderate floods; low ER indicates incision and reduced overbank connectivity.	"Context: Channel/Floodplain
Method: Field (survey) or Desktop (LiDAR cross sections)"	Measure flood-prone width and bankfull width/depth per SQT method; compute ER = flood-prone width / bankfull width (or per SQT definition).	Colorado SQT; NRCS National Engineering Handbook; Rosgen stream classification references as applicable; USGS 3DEP LiDAR/DEM where available			0		0.29	2	0.3		0.69	2.4	0.7	4.2	1		
